Animat,Speed,Size,Population,Day,Meanspeed,Meansize
16,2.0,11.195782,146.0,37,2.0155056,11.712326
17,2.0,12.0,146.0,37,2.0155056,11.712326
18,2.0,12.0,146.0,37,2.0155056,11.712326
19,2.0,11.13665,146.0,37,2.0155056,11.712326
20,2.0,12.0,146.0,37,2.0155056,11.712326
21,2.0,11.002147,146.0,37,2.0155056,11.712326
22,2.0911798,12.0,146.0,37,2.0155056,11.712326
23,2.0426388,11.631227,146.0,37,2.0155056,11.712326
24,2.0,11.13665,146.0,37,2.0155056,11.712326
25,2.0865963,12.0,146.0,37,2.0155056,11.712326
26,2.0,11.042962,146.0,37,2.0155056,11.712326
27,2.0,12.0,146.0,37,2.0155056,11.712326
28,2.0,11.13665,146.0,37,2.0155056,11.712326
29,2.0,12.0,146.0,37,2.0155056,11.712326
30,1.9692148,12.0,146.0,37,2.0155056,11.712326
31,1.9754931,12.0,146.0,37,2.0155056,11.712326
32,2.0,11.042962,146.0,37,2.0155056,11.712326
33,2.0426388,11.631227,146.0,37,2.0155056,11.712326
34,2.0,12.0,146.0,37,2.0155056,11.712326
35,2.0,12.0,146.0,37,2.0155056,11.712326
36,1.9692148,12.0,146.0,37,2.0155056,11.712326
37,2.0,12.0,146.0,37,2.0155056,11.712326
38,2.0,11.042962,146.0,37,2.0155056,11.712326
39,2.0,12.0,146.0,37,2.0155056,11.712326
40,2.065188,12.0,146.0,37,2.0155056,11.712326
41,2.0,12.0,146.0,37,2.0155056,11.712326
42,2.1035748,12.0,146.0,37,2.0155056,11.712326
43,2.065188,12.0,146.0,37,2.0155056,11.712326
44,2.0,11.042962,146.0,37,2.0155056,11.712326
45,2.0865963,12.0,146.0,37,2.0155056,11.712326
46,2.0426388,11.631227,146.0,37,2.0155056,11.712326
47,2.0,11.195782,146.0,37,2.0155056,11.712326
48,2.0,11.13665,146.0,37,2.0155056,11.712326
49,2.0,11.042962,146.0,37,2.0155056,11.712326
50,2.0,12.0,146.0,37,2.0155056,11.712326
51,2.0,11.042962,146.0,37,2.0155056,11.712326
52,2.0,11.13665,146.0,37,2.0155056,11.712326
53,2.0,11.13665,146.0,37,2.0155056,11.712326
54,2.0,11.111416,146.0,37,2.0155056,11.712326
55,2.0,12.0,146.0,37,2.0155056,11.712326
56,2.0,12.0,146.0,37,2.0155056,11.712326
57,2.0,12.9267845,146.0,37,2.0155056,11.712326
58,2.0,11.111416,146.0,37,2.0155056,11.712326
59,2.0911798,12.0,146.0,37,2.0155056,11.712326
60,2.0,11.13665,146.0,37,2.0155056,11.712326
61,2.0,11.13665,146.0,37,2.0155056,11.712326
62,1.9754931,12.0,146.0,37,2.0155056,11.712326
63,2.0,12.0,146.0,37,2.0155056,11.712326
64,1.9754931,12.983274,146.0,37,2.0155056,11.712326
65,2.0,12.0,146.0,37,2.0155056,11.712326
66,2.1035748,12.0,146.0,37,2.0155056,11.712326
67,1.9991134,11.93018,146.0,37,2.0155056,11.712326
68,2.0,11.042962,146.0,37,2.0155056,11.712326
69,2.0426388,11.631227,146.0,37,2.0155056,11.712326
70,2.0,12.0,146.0,37,2.0155056,11.712326
71,2.0,11.195782,146.0,37,2.0155056,11.712326
72,2.0,12.0,146.0,37,2.0155056,11.712326
73,1.9754931,12.0,146.0,37,2.0155056,11.712326
74,2.1035748,12.0,146.0,37,2.0155056,11.712326
75,2.0,11.195782,146.0,37,2.0155056,11.712326
76,2.0865963,12.0,146.0,37,2.0155056,11.712326
77,2.0,11.042962,146.0,37,2.0155056,11.712326
78,1.9991134,11.93018,146.0,37,2.0155056,11.712326
79,2.0,12.0,146.0,37,2.0155056,11.712326
80,1.9754931,12.983274,146.0,37,2.0155056,11.712326
81,2.0,11.002147,146.0,37,2.0155056,11.712326
82,2.0,11.13665,146.0,37,2.0155056,11.712326
83,2.0,11.13665,146.0,37,2.0155056,11.712326
84,2.0,12.9267845,146.0,37,2.0155056,11.712326
85,2.0865963,12.0,146.0,37,2.0155056,11.712326
86,2.0426388,11.631227,146.0,37,2.0155056,11.712326
87,2.0,12.0,146.0,37,2.0155056,11.712326
88,2.0,12.0,146.0,37,2.0155056,11.712326
89,2.0426388,11.631227,146.0,37,2.0155056,11.712326
90,2.0911798,12.0,146.0,37,2.0155056,11.712326
91,2.0,12.0,146.0,37,2.0155056,11.712326
92,2.0,12.0,146.0,37,2.0155056,11.712326
93,2.0,12.0,146.0,37,2.0155056,11.712326
94,2.0,12.0,146.0,37,2.0155056,11.712326
95,2.0,11.13665,146.0,37,2.0155056,11.712326
96,2.0865963,12.0,146.0,37,2.0155056,11.712326
97,2.0865963,12.0,146.0,37,2.0155056,11.712326
98,2.1035748,12.0,146.0,37,2.0155056,11.712326
99,2.0,11.69033,146.0,37,2.0155056,11.712326
100,2.0,11.13665,146.0,37,2.0155056,11.712326
101,2.1035748,12.0,146.0,37,2.0155056,11.712326
102,2.0,11.13665,146.0,37,2.0155056,11.712326
103,2.0,12.0,146.0,37,2.0155056,11.712326
104,2.0,12.0,146.0,37,2.0155056,11.712326
105,2.0,12.0,146.0,37,2.0155056,11.712326
106,2.0,12.0,146.0,37,2.0155056,11.712326
107,2.0911798,12.0,146.0,37,2.0155056,11.712326
108,2.0930455,11.631227,146.0,37,2.0155056,11.712326
109,2.0,12.304204,146.0,37,2.0155056,11.712326
110,2.0865963,11.993229,146.0,37,2.0155056,11.712326
111,2.0,11.13665,146.0,37,2.0155056,11.712326
112,1.9754931,12.983274,146.0,37,2.0155056,11.712326
113,2.0,12.0,146.0,37,2.0155056,11.712326
114,2.0,11.042962,146.0,37,2.0155056,11.712326
115,2.0865963,12.0,146.0,37,2.0155056,11.712326
116,2.0,11.195782,146.0,37,2.0155056,11.712326
117,2.1035748,12.0,146.0,37,2.0155056,11.712326
118,2.0,12.0,146.0,37,2.0155056,11.712326
119,2.0,12.0,146.0,37,2.0155056,11.712326
120,2.0,12.0,146.0,37,2.0155056,11.712326
121,1.9754931,12.0,146.0,37,2.0155056,11.712326
122,2.0,12.0,146.0,37,2.0155056,11.712326
123,2.0,11.13665,146.0,37,2.0155056,11.712326
124,2.0,11.195782,146.0,37,2.0155056,11.712326
125,2.0426388,11.631227,146.0,37,2.0155056,11.712326
126,2.0,11.042962,146.0,37,2.0155056,11.712326
127,2.0,11.042962,146.0,37,2.0155056,11.712326
128,1.9754931,12.0,146.0,37,2.0155056,11.712326
129,1.9692148,12.0,146.0,37,2.0155056,11.712326
130,2.0,11.13665,146.0,37,2.0155056,11.712326
131,2.0426388,11.631227,146.0,37,2.0155056,11.712326
132,2.0,11.002147,146.0,37,2.0155056,11.712326
133,2.0,11.795481,146.0,37,2.0155056,11.712326
134,2.0,11.13665,146.0,37,2.0155056,11.712326
135,2.0,12.0,146.0,37,2.0155056,11.712326
136,2.0,11.195782,146.0,37,2.0155056,11.712326
137,2.065188,11.504978,146.0,37,2.0155056,11.712326
138,2.1035748,11.130465,146.0,37,2.0155056,11.712326
139,2.0,12.0,146.0,37,2.0155056,11.712326
140,2.0,11.195782,146.0,37,2.0155056,11.712326
141,2.0,11.13665,146.0,37,2.0155056,11.712326
142,2.0,12.0,146.0,37,2.0155056,11.712326
143,1.9031484,12.0,146.0,37,2.0155056,11.712326
144,2.0,12.0,146.0,37,2.0155056,11.712326
145,2.0,12.0,146.0,37,2.0155056,11.712326
0,2.0,12.0,140.0,38,2.0166838,11.692984
1,2.0,12.0,140.0,38,2.0166838,11.692984
2,2.0032287,11.536147,140.0,38,2.0166838,11.692984
3,2.0,12.0,140.0,38,2.0166838,11.692984
4,1.9754931,12.0,140.0,38,2.0166838,11.692984
5,2.0,12.0,140.0,38,2.0166838,11.692984
6,2.0911798,12.0,140.0,38,2.0166838,11.692984
7,2.0,11.13665,140.0,38,2.0166838,11.692984
8,2.0,11.042962,140.0,38,2.0166838,11.692984
9,2.0,12.0,140.0,38,2.0166838,11.692984
10,2.0,12.089749,140.0,38,2.0166838,11.692984
11,2.065188,11.504978,140.0,38,2.0166838,11.692984
12,2.0,11.195782,140.0,38,2.0166838,11.692984
13,2.0,12.0,140.0,38,2.0166838,11.692984
14,2.0,12.0,140.0,38,2.0166838,11.692984
15,2.0,11.13665,140.0,38,2.0166838,11.692984
16,2.0,12.0,140.0,38,2.0166838,11.692984
17,2.0911798,12.0,140.0,38,2.0166838,11.692984
18,2.0426388,11.631227,140.0,38,2.0166838,11.692984
19,2.0,11.13665,140.0,38,2.0166838,11.692984
20,2.0865963,12.0,140.0,38,2.0166838,11.692984
21,2.0,12.0,140.0,38,2.0166838,11.692984
22,2.0,11.13665,140.0,38,2.0166838,11.692984
23,1.9692148,12.0,140.0,38,2.0166838,11.692984
24,2.0,11.042962,140.0,38,2.0166838,11.692984
25,2.0426388,11.631227,140.0,38,2.0166838,11.692984
26,2.0,12.0,140.0,38,2.0166838,11.692984
27,2.0,12.0,140.0,38,2.0166838,11.692984
28,2.0,12.0,140.0,38,2.0166838,11.692984
29,2.0,11.042962,140.0,38,2.0166838,11.692984
30,2.0,12.0,140.0,38,2.0166838,11.692984
31,2.065188,12.0,140.0,38,2.0166838,11.692984
32,2.0,12.0,140.0,38,2.0166838,11.692984
33,2.1035748,12.0,140.0,38,2.0166838,11.692984
34,2.065188,12.0,140.0,38,2.0166838,11.692984
35,2.0,11.042962,140.0,38,2.0166838,11.692984
36,2.0865963,12.0,140.0,38,2.0166838,11.692984
37,2.0426388,11.631227,140.0,38,2.0166838,11.692984
38,2.0,11.13665,140.0,38,2.0166838,11.692984
39,2.0,11.13665,140.0,38,2.0166838,11.692984
40,2.0,11.13665,140.0,38,2.0166838,11.692984
41,2.0,11.111416,140.0,38,2.0166838,11.692984
42,2.0,12.0,140.0,38,2.0166838,11.692984
43,2.0,11.111416,140.0,38,2.0166838,11.692984
44,2.0911798,12.0,140.0,38,2.0166838,11.692984
45,2.0,11.13665,140.0,38,2.0166838,11.692984
46,2.0,11.13665,140.0,38,2.0166838,11.692984
47,1.9754931,12.0,140.0,38,2.0166838,11.692984
48,2.0,12.0,140.0,38,2.0166838,11.692984
49,2.0,12.0,140.0,38,2.0166838,11.692984
50,2.1035748,12.0,140.0,38,2.0166838,11.692984
51,1.9991134,11.93018,140.0,38,2.0166838,11.692984
52,2.0,11.042962,140.0,38,2.0166838,11.692984
53,2.0426388,11.631227,140.0,38,2.0166838,11.692984
54,2.0,12.0,140.0,38,2.0166838,11.692984
55,2.0,12.0,140.0,38,2.0166838,11.692984
56,2.1035748,12.0,140.0,38,2.0166838,11.692984
57,2.0865963,12.0,140.0,38,2.0166838,11.692984
58,1.9991134,11.93018,140.0,38,2.0166838,11.692984
59,2.0,12.0,140.0,38,2.0166838,11.692984
60,1.9754931,12.983274,140.0,38,2.0166838,11.692984
61,2.0,11.002147,140.0,38,2.0166838,11.692984
62,2.0,11.13665,140.0,38,2.0166838,11.692984
63,2.0,11.13665,140.0,38,2.0166838,11.692984
64,2.0,12.0,140.0,38,2.0166838,11.692984
65,2.0426388,11.631227,140.0,38,2.0166838,11.692984
66,2.0,12.0,140.0,38,2.0166838,11.692984
67,2.0,12.0,140.0,38,2.0166838,11.692984
68,2.0,12.0,140.0,38,2.0166838,11.692984
69,2.0,12.0,140.0,38,2.0166838,11.692984
70,2.0,11.13665,140.0,38,2.0166838,11.692984
71,2.1035748,12.0,140.0,38,2.0166838,11.692984
72,2.0,11.13665,140.0,38,2.0166838,11.692984
73,2.1035748,12.0,140.0,38,2.0166838,11.692984
74,2.0,11.13665,140.0,38,2.0166838,11.692984
75,2.0,12.0,140.0,38,2.0166838,11.692984
76,2.0,12.0,140.0,38,2.0166838,11.692984
77,2.0,12.0,140.0,38,2.0166838,11.692984
78,2.0,12.0,140.0,38,2.0166838,11.692984
79,2.0930455,11.631227,140.0,38,2.0166838,11.692984
80,2.0,12.304204,140.0,38,2.0166838,11.692984
81,2.0865963,11.993229,140.0,38,2.0166838,11.692984
82,2.0,11.13665,140.0,38,2.0166838,11.692984
83,2.0,11.042962,140.0,38,2.0166838,11.692984
84,2.0865963,12.0,140.0,38,2.0166838,11.692984
85,2.0,11.195782,140.0,38,2.0166838,11.692984
86,2.0,12.0,140.0,38,2.0166838,11.692984
87,2.0,12.0,140.0,38,2.0166838,11.692984
88,2.0,12.0,140.0,38,2.0166838,11.692984
89,1.9754931,12.0,140.0,38,2.0166838,11.692984
90,2.0,12.0,140.0,38,2.0166838,11.692984
91,2.0,11.13665,140.0,38,2.0166838,11.692984
92,2.0,11.195782,140.0,38,2.0166838,11.692984
93,2.0426388,11.631227,140.0,38,2.0166838,11.692984
94,2.0,11.042962,140.0,38,2.0166838,11.692984
95,2.0,11.13665,140.0,38,2.0166838,11.692984
96,2.0,11.795481,140.0,38,2.0166838,11.692984
97,2.0,11.13665,140.0,38,2.0166838,11.692984
98,2.0,11.195782,140.0,38,2.0166838,11.692984
99,2.1035748,11.130465,140.0,38,2.0166838,11.692984
100,2.0,12.0,140.0,38,2.0166838,11.692984
101,2.0,11.13665,140.0,38,2.0166838,11.692984
102,1.9031484,12.0,140.0,38,2.0166838,11.692984
103,2.0,12.0,140.0,38,2.0166838,11.692984
104,2.0,12.0,140.0,38,2.0166838,11.692984
105,1.9031484,12.0,140.0,38,2.0166838,11.692984
106,2.1035748,11.130465,140.0,38,2.0166838,11.692984
107,2.0,11.195782,140.0,38,2.0166838,11.692984
108,2.0,11.13665,140.0,38,2.0166838,11.692984
109,2.0,12.0,140.0,38,2.0166838,11.692984
110,2.0865963,12.0,140.0,38,2.0166838,11.692984
111,2.0,12.0,140.0,38,2.0166838,11.692984
112,2.0,12.0,140.0,38,2.0166838,11.692984
113,2.1035748,12.0,140.0,38,2.0166838,11.692984
114,2.0,11.13665,140.0,38,2.0166838,11.692984
115,2.1035748,12.0,140.0,38,2.0166838,11.692984
116,2.0,12.0,140.0,38,2.0166838,11.692984
117,2.0,12.0,140.0,38,2.0166838,11.692984
118,2.0,11.002147,140.0,38,2.0166838,11.692984
119,2.0426388,11.631227,140.0,38,2.0166838,11.692984
120,2.0,11.042962,140.0,38,2.0166838,11.692984
121,1.9754931,12.0,140.0,38,2.0166838,11.692984
122,2.0,11.13665,140.0,38,2.0166838,11.692984
123,2.0,11.13665,140.0,38,2.0166838,11.692984
124,2.0911798,12.0,140.0,38,2.0166838,11.692984
125,2.0865963,12.0,140.0,38,2.0166838,11.692984
126,2.065188,12.0,140.0,38,2.0166838,11.692984
127,2.0,12.0,140.0,38,2.0166838,11.692984
128,2.0,12.0,140.0,38,2.0166838,11.692984
129,2.0,12.0,140.0,38,2.0166838,11.692984
130,2.0426388,11.631227,140.0,38,2.0166838,11.692984
131,2.0,11.042962,140.0,38,2.0166838,11.692984
132,2.0,12.0,140.0,38,2.0166838,11.692984
133,2.0426388,11.631227,140.0,38,2.0166838,11.692984
134,2.0,11.13665,140.0,38,2.0166838,11.692984
135,2.0,12.0,140.0,38,2.0166838,11.692984
136,2.065188,11.504978,140.0,38,2.0166838,11.692984
137,1.9754931,12.0,140.0,38,2.0166838,11.692984
138,2.0,12.0,140.0,38,2.0166838,11.692984
139,2.0,12.0,140.0,38,2.0166838,11.692984
0,2.0,12.0,136.0,39,2.0203087,11.715523
1,2.0,12.0,136.0,39,2.0203087,11.715523
2,2.0032287,11.536147,136.0,39,2.0203087,11.715523
3,1.9754931,12.0,136.0,39,2.0203087,11.715523
4,2.0,12.0,136.0,39,2.0203087,11.715523
5,2.0911798,12.0,136.0,39,2.0203087,11.715523
6,2.0,11.13665,136.0,39,2.0203087,11.715523
7,2.0,11.042962,136.0,39,2.0203087,11.715523
8,2.0,12.0,136.0,39,2.0203087,11.715523
9,2.0,12.089749,136.0,39,2.0203087,11.715523
10,2.065188,11.504978,136.0,39,2.0203087,11.715523
11,2.0,12.0,136.0,39,2.0203087,11.715523
12,2.0,12.0,136.0,39,2.0203087,11.715523
13,2.0911798,12.0,136.0,39,2.0203087,11.715523
14,2.0,11.13665,136.0,39,2.0203087,11.715523
15,2.0,12.0,136.0,39,2.0203087,11.715523
16,2.0,11.13665,136.0,39,2.0203087,11.715523
17,1.9692148,12.0,136.0,39,2.0203087,11.715523
18,2.0,11.042962,136.0,39,2.0203087,11.715523
19,2.0426388,11.631227,136.0,39,2.0203087,11.715523
20,2.0,12.0,136.0,39,2.0203087,11.715523
21,2.0,12.0,136.0,39,2.0203087,11.715523
22,2.0,12.0,136.0,39,2.0203087,11.715523
23,2.0,11.042962,136.0,39,2.0203087,11.715523
24,2.0,12.0,136.0,39,2.0203087,11.715523
25,2.065188,12.0,136.0,39,2.0203087,11.715523
26,2.0,12.0,136.0,39,2.0203087,11.715523
27,2.1035748,12.0,136.0,39,2.0203087,11.715523
28,2.0,11.042962,136.0,39,2.0203087,11.715523
29,2.0865963,12.0,136.0,39,2.0203087,11.715523
30,2.0426388,11.631227,136.0,39,2.0203087,11.715523
31,2.0,11.13665,136.0,39,2.0203087,11.715523
32,2.0,11.13665,136.0,39,2.0203087,11.715523
33,2.0,11.13665,136.0,39,2.0203087,11.715523
34,2.0,11.111416,136.0,39,2.0203087,11.715523
35,2.0,12.0,136.0,39,2.0203087,11.715523
36,2.0,11.111416,136.0,39,2.0203087,11.715523
37,2.0911798,12.0,136.0,39,2.0203087,11.715523
38,2.0,11.13665,136.0,39,2.0203087,11.715523
39,2.0,11.13665,136.0,39,2.0203087,11.715523
40,1.9754931,12.0,136.0,39,2.0203087,11.715523
41,2.0,11.042962,136.0,39,2.0203087,11.715523
42,2.0426388,11.631227,136.0,39,2.0203087,11.715523
43,2.0,12.0,136.0,39,2.0203087,11.715523
44,2.1035748,12.0,136.0,39,2.0203087,11.715523
45,2.0,12.0,136.0,39,2.0203087,11.715523
46,1.9754931,12.983274,136.0,39,2.0203087,11.715523
47,2.0,11.002147,136.0,39,2.0203087,11.715523
48,2.0,11.13665,136.0,39,2.0203087,11.715523
49,2.0,11.13665,136.0,39,2.0203087,11.715523
50,2.0,12.0,136.0,39,2.0203087,11.715523
51,2.0426388,11.631227,136.0,39,2.0203087,11.715523
52,2.0,12.0,136.0,39,2.0203087,11.715523
53,2.0,12.0,136.0,39,2.0203087,11.715523
54,2.0,12.0,136.0,39,2.0203087,11.715523
55,2.0,11.13665,136.0,39,2.0203087,11.715523
56,2.1035748,12.0,136.0,39,2.0203087,11.715523
57,2.0,11.13665,136.0,39,2.0203087,11.715523
58,2.1035748,12.0,136.0,39,2.0203087,11.715523
59,2.0,11.13665,136.0,39,2.0203087,11.715523
60,2.0,12.0,136.0,39,2.0203087,11.715523
61,2.0,12.0,136.0,39,2.0203087,11.715523
62,2.0,12.304204,136.0,39,2.0203087,11.715523
63,2.0865963,11.993229,136.0,39,2.0203087,11.715523
64,2.0,11.13665,136.0,39,2.0203087,11.715523
65,2.0,11.042962,136.0,39,2.0203087,11.715523
66,2.0865963,12.0,136.0,39,2.0203087,11.715523
67,2.0,12.0,136.0,39,2.0203087,11.715523
68,2.0,12.0,136.0,39,2.0203087,11.715523
69,2.0,12.0,136.0,39,2.0203087,11.715523
70,2.0,11.13665,136.0,39,2.0203087,11.715523
71,2.0426388,11.631227,136.0,39,2.0203087,11.715523
72,2.0,11.13665,136.0,39,2.0203087,11.715523
73,2.0,11.195782,136.0,39,2.0203087,11.715523
74,2.1035748,11.130465,136.0,39,2.0203087,11.715523
75,2.0,12.0,136.0,39,2.0203087,11.715523
76,2.0,11.13665,136.0,39,2.0203087,11.715523
77,2.0,12.0,136.0,39,2.0203087,11.715523
78,1.9031484,12.0,136.0,39,2.0203087,11.715523
79,2.1035748,11.130465,136.0,39,2.0203087,11.715523
80,2.0,12.0,136.0,39,2.0203087,11.715523
81,2.0865963,12.0,136.0,39,2.0203087,11.715523
82,2.0,12.0,136.0,39,2.0203087,11.715523
83,2.0,12.0,136.0,39,2.0203087,11.715523
84,2.1035748,12.0,136.0,39,2.0203087,11.715523
85,2.0,11.13665,136.0,39,2.0203087,11.715523
86,2.1035748,12.0,136.0,39,2.0203087,11.715523
87,2.0,12.0,136.0,39,2.0203087,11.715523
88,2.0,11.002147,136.0,39,2.0203087,11.715523
89,2.0426388,11.631227,136.0,39,2.0203087,11.715523
90,1.9754931,12.0,136.0,39,2.0203087,11.715523
91,2.0,11.13665,136.0,39,2.0203087,11.715523
92,2.0911798,12.0,136.0,39,2.0203087,11.715523
93,2.0865963,12.0,136.0,39,2.0203087,11.715523
94,2.065188,12.0,136.0,39,2.0203087,11.715523
95,2.0,12.0,136.0,39,2.0203087,11.715523
96,2.0,12.0,136.0,39,2.0203087,11.715523
97,2.0,11.042962,136.0,39,2.0203087,11.715523
98,2.0,12.0,136.0,39,2.0203087,11.715523
99,2.0,12.0,136.0,39,2.0203087,11.715523
100,2.065188,11.504978,136.0,39,2.0203087,11.715523
101,1.9754931,12.0,136.0,39,2.0203087,11.715523
102,2.0,12.0,136.0,39,2.0203087,11.715523
103,2.0,12.0,136.0,39,2.0203087,11.715523
104,2.0,12.0,136.0,39,2.0203087,11.715523
105,2.065188,11.504978,136.0,39,2.0203087,11.715523
106,2.0942612,12.0,136.0,39,2.0203087,11.715523
107,2.0,11.042962,136.0,39,2.0203087,11.715523
108,2.0,12.0,136.0,39,2.0203087,11.715523
109,2.0865963,12.0,136.0,39,2.0203087,11.715523
110,2.0,11.13665,136.0,39,2.0203087,11.715523
111,1.9754931,12.0,136.0,39,2.0203087,11.715523
112,2.0426388,11.631227,136.0,39,2.0203087,11.715523
113,2.0,11.002147,136.0,39,2.0203087,11.715523
114,2.0,12.0,136.0,39,2.0203087,11.715523
115,2.1035748,12.0,136.0,39,2.0203087,11.715523
116,2.0,11.13665,136.0,39,2.0203087,11.715523
117,2.0865963,12.0,136.0,39,2.0203087,11.715523
118,2.0,12.0,136.0,39,2.0203087,11.715523
119,2.0,12.0,136.0,39,2.0203087,11.715523
120,2.0,12.0,136.0,39,2.0203087,11.715523
121,2.0512679,12.0,136.0,39,2.0203087,11.715523
122,2.0865963,12.1867485,136.0,39,2.0203087,11.715523
123,2.0,12.0,136.0,39,2.0203087,11.715523
124,2.1035748,12.0,136.0,39,2.0203087,11.715523
125,2.0,12.0,136.0,39,2.0203087,11.715523
126,2.0,11.111416,136.0,39,2.0203087,11.715523
127,2.0,11.13665,136.0,39,2.0203087,11.715523
128,2.1035748,12.0,136.0,39,2.0203087,11.715523
129,2.0,12.0,136.0,39,2.0203087,11.715523
130,2.0,12.0,136.0,39,2.0203087,11.715523
131,2.0911798,12.0,136.0,39,2.0203087,11.715523
132,2.0,12.0,136.0,39,2.0203087,11.715523
133,2.0,11.13665,136.0,39,2.0203087,11.715523
134,1.9754931,12.0,136.0,39,2.0203087,11.715523
135,2.0,12.0,136.0,39,2.0203087,11.715523
0,2.0,12.0,140.0,40,2.0190215,11.689551
1,2.0,12.0,140.0,40,2.0190215,11.689551
2,2.0032287,11.536147,140.0,40,2.0190215,11.689551
3,1.9754931,12.0,140.0,40,2.0190215,11.689551
4,2.0,12.0,140.0,40,2.0190215,11.689551
5,2.0911798,12.0,140.0,40,2.0190215,11.689551
6,2.0,11.13665,140.0,40,2.0190215,11.689551
7,2.0,11.042962,140.0,40,2.0190215,11.689551
8,2.0,12.089749,140.0,40,2.0190215,11.689551
9,2.0,12.0,140.0,40,2.0190215,11.689551
10,2.0,12.0,140.0,40,2.0190215,11.689551
11,2.0911798,12.0,140.0,40,2.0190215,11.689551
12,2.0,11.13665,140.0,40,2.0190215,11.689551
13,2.0,11.13665,140.0,40,2.0190215,11.689551
14,1.9692148,12.0,140.0,40,2.0190215,11.689551
15,2.0,11.042962,140.0,40,2.0190215,11.689551
16,2.0426388,11.631227,140.0,40,2.0190215,11.689551
17,2.0,12.0,140.0,40,2.0190215,11.689551
18,2.0,12.0,140.0,40,2.0190215,11.689551
19,2.0,12.0,140.0,40,2.0190215,11.689551
20,2.0,11.042962,140.0,40,2.0190215,11.689551
21,2.0,12.0,140.0,40,2.0190215,11.689551
22,2.065188,12.0,140.0,40,2.0190215,11.689551
23,2.1035748,12.0,140.0,40,2.0190215,11.689551
24,2.0,11.042962,140.0,40,2.0190215,11.689551
25,2.0865963,12.0,140.0,40,2.0190215,11.689551
26,2.0426388,11.631227,140.0,40,2.0190215,11.689551
27,2.0,11.13665,140.0,40,2.0190215,11.689551
28,2.0,11.13665,140.0,40,2.0190215,11.689551
29,2.0,11.111416,140.0,40,2.0190215,11.689551
30,2.0,11.111416,140.0,40,2.0190215,11.689551
31,2.0911798,12.0,140.0,40,2.0190215,11.689551
32,2.0,11.13665,140.0,40,2.0190215,11.689551
33,2.0,11.042962,140.0,40,2.0190215,11.689551
34,2.0426388,11.631227,140.0,40,2.0190215,11.689551
35,2.0,12.0,140.0,40,2.0190215,11.689551
36,2.1035748,12.0,140.0,40,2.0190215,11.689551
37,1.9754931,12.983274,140.0,40,2.0190215,11.689551
38,2.0,11.13665,140.0,40,2.0190215,11.689551
39,2.0426388,11.631227,140.0,40,2.0190215,11.689551
40,2.0,12.0,140.0,40,2.0190215,11.689551
41,2.0,12.0,140.0,40,2.0190215,11.689551
42,2.0,12.0,140.0,40,2.0190215,11.689551
43,2.0,11.13665,140.0,40,2.0190215,11.689551
44,2.0,11.13665,140.0,40,2.0190215,11.689551
45,2.1035748,12.0,140.0,40,2.0190215,11.689551
46,2.0,11.13665,140.0,40,2.0190215,11.689551
47,2.0,12.0,140.0,40,2.0190215,11.689551
48,2.0,12.0,140.0,40,2.0190215,11.689551
49,2.0,12.304204,140.0,40,2.0190215,11.689551
50,2.0865963,11.993229,140.0,40,2.0190215,11.689551
51,2.0,11.13665,140.0,40,2.0190215,11.689551
52,2.0,11.042962,140.0,40,2.0190215,11.689551
53,2.0,12.0,140.0,40,2.0190215,11.689551
54,2.0,12.0,140.0,40,2.0190215,11.689551
55,2.0,11.13665,140.0,40,2.0190215,11.689551
56,2.0426388,11.631227,140.0,40,2.0190215,11.689551
57,2.0,11.13665,140.0,40,2.0190215,11.689551
58,2.0,11.195782,140.0,40,2.0190215,11.689551
59,2.0,12.0,140.0,40,2.0190215,11.689551
60,2.0,11.13665,140.0,40,2.0190215,11.689551
61,2.0,12.0,140.0,40,2.0190215,11.689551
62,2.1035748,11.130465,140.0,40,2.0190215,11.689551
63,2.0,12.0,140.0,40,2.0190215,11.689551
64,2.0,12.0,140.0,40,2.0190215,11.689551
65,2.0,12.0,140.0,40,2.0190215,11.689551
66,2.1035748,12.0,140.0,40,2.0190215,11.689551
67,2.0,11.13665,140.0,40,2.0190215,11.689551
68,2.0,11.002147,140.0,40,2.0190215,11.689551
69,1.9754931,12.0,140.0,40,2.0190215,11.689551
70,2.0911798,12.0,140.0,40,2.0190215,11.689551
71,2.065188,12.0,140.0,40,2.0190215,11.689551
72,2.0,12.0,140.0,40,2.0190215,11.689551
73,2.0,11.042962,140.0,40,2.0190215,11.689551
74,2.0,12.0,140.0,40,2.0190215,11.689551
75,2.0,12.0,140.0,40,2.0190215,11.689551
76,2.065188,11.504978,140.0,40,2.0190215,11.689551
77,1.9754931,12.0,140.0,40,2.0190215,11.689551
78,2.0942612,12.0,140.0,40,2.0190215,11.689551
79,2.0,11.042962,140.0,40,2.0190215,11.689551
80,2.0,12.0,140.0,40,2.0190215,11.689551
81,2.0865963,12.0,140.0,40,2.0190215,11.689551
82,2.0,11.13665,140.0,40,2.0190215,11.689551
83,1.9754931,12.0,140.0,40,2.0190215,11.689551
84,2.0426388,11.631227,140.0,40,2.0190215,11.689551
85,2.0,12.0,140.0,40,2.0190215,11.689551
86,2.0,11.13665,140.0,40,2.0190215,11.689551
87,2.0865963,12.0,140.0,40,2.0190215,11.689551
88,2.0,12.0,140.0,40,2.0190215,11.689551
89,2.0,12.0,140.0,40,2.0190215,11.689551
