Animat,Speed,Size,Population,Day,Meanspeed,Meansize
15,2.0,11.042962,143.0,50,2.0275972,11.439811
16,2.1035748,11.130465,143.0,50,2.0275972,11.439811
17,2.065188,12.0,143.0,50,2.0275972,11.439811
18,2.0,12.0,143.0,50,2.0275972,11.439811
19,2.0,11.13665,143.0,50,2.0275972,11.439811
20,1.9754931,12.0,143.0,50,2.0275972,11.439811
21,2.0,11.13665,143.0,50,2.0275972,11.439811
22,2.0,11.042962,143.0,50,2.0275972,11.439811
23,2.0426388,11.631227,143.0,50,2.0275972,11.439811
24,2.0481546,12.0,143.0,50,2.0275972,11.439811
25,2.1035748,11.130465,143.0,50,2.0275972,11.439811
26,2.0,11.13665,143.0,50,2.0275972,11.439811
27,2.0,11.13665,143.0,50,2.0275972,11.439811
28,2.0,11.13665,143.0,50,2.0275972,11.439811
29,1.9568646,11.13665,143.0,50,2.0275972,11.439811
30,1.9373053,11.13665,143.0,50,2.0275972,11.439811
31,2.0426388,11.631227,143.0,50,2.0275972,11.439811
32,2.0,10.3927145,143.0,50,2.0275972,11.439811
33,1.9738561,11.13665,143.0,50,2.0275972,11.439811
34,2.0,11.13665,143.0,50,2.0275972,11.439811
35,2.1035748,12.0,143.0,50,2.0275972,11.439811
36,2.0,11.13665,143.0,50,2.0275972,11.439811
37,2.1035748,11.130465,143.0,50,2.0275972,11.439811
38,2.0,11.13665,143.0,50,2.0275972,11.439811
39,2.0911798,12.0,143.0,50,2.0275972,11.439811
40,2.0032287,11.536147,143.0,50,2.0275972,11.439811
41,2.0,11.195782,143.0,50,2.0275972,11.439811
42,2.1035748,12.0,143.0,50,2.0275972,11.439811
43,2.0865963,12.0,143.0,50,2.0275972,11.439811
44,2.0,11.806329,143.0,50,2.0275972,11.439811
45,2.0426388,11.631227,143.0,50,2.0275972,11.439811
46,2.1035748,12.0,143.0,50,2.0275972,11.439811
47,2.0,11.13665,143.0,50,2.0275972,11.439811
48,2.1035748,12.0,143.0,50,2.0275972,11.439811
49,2.0,11.042962,143.0,50,2.0275972,11.439811
50,2.0,11.13665,143.0,50,2.0275972,11.439811
51,2.0865963,12.0,143.0,50,2.0275972,11.439811
52,2.0,11.195782,143.0,50,2.0275972,11.439811
53,2.0,11.13665,143.0,50,2.0275972,11.439811
54,2.1035748,12.0,143.0,50,2.0275972,11.439811
55,2.0,11.13665,143.0,50,2.0275972,11.439811
56,2.0,12.0,143.0,50,2.0275972,11.439811
57,2.0032287,11.395505,143.0,50,2.0275972,11.439811
58,2.0,11.806329,143.0,50,2.0275972,11.439811
59,2.0,11.042962,143.0,50,2.0275972,11.439811
60,2.0,11.13665,143.0,50,2.0275972,11.439811
61,2.0,11.199486,143.0,50,2.0275972,11.439811
62,2.0865963,11.993229,143.0,50,2.0275972,11.439811
63,2.0,12.304204,143.0,50,2.0275972,11.439811
64,2.0,11.13665,143.0,50,2.0275972,11.439811
65,2.0,11.13665,143.0,50,2.0275972,11.439811
66,2.0,12.304204,143.0,50,2.0275972,11.439811
67,2.0865963,11.993229,143.0,50,2.0275972,11.439811
68,2.0,11.199486,143.0,50,2.0275972,11.439811
69,2.0426388,11.631227,143.0,50,2.0275972,11.439811
70,2.0,11.13665,143.0,50,2.0275972,11.439811
71,2.0,11.806329,143.0,50,2.0275972,11.439811
72,2.0,11.13665,143.0,50,2.0275972,11.439811
73,2.1035748,12.0,143.0,50,2.0275972,11.439811
74,2.0,11.13665,143.0,50,2.0275972,11.439811
75,2.0,11.13665,143.0,50,2.0275972,11.439811
76,2.1035748,11.783164,143.0,50,2.0275972,11.439811
77,2.1035748,12.430966,143.0,50,2.0275972,11.439811
78,2.0865963,11.993229,143.0,50,2.0275972,11.439811
79,1.9692148,12.0,143.0,50,2.0275972,11.439811
80,2.0,11.195782,143.0,50,2.0275972,11.439811
81,2.0426388,11.631227,143.0,50,2.0275972,11.439811
82,2.0,11.042962,143.0,50,2.0275972,11.439811
83,2.0,11.13665,143.0,50,2.0275972,11.439811
84,2.0911798,12.0,143.0,50,2.0275972,11.439811
85,2.0032287,11.536147,143.0,50,2.0275972,11.439811
86,2.0911798,11.182041,143.0,50,2.0275972,11.439811
87,2.0,11.042962,143.0,50,2.0275972,11.439811
88,1.9692148,12.0,143.0,50,2.0275972,11.439811
89,2.1035748,12.430966,143.0,50,2.0275972,11.439811
90,2.0865963,12.0,143.0,50,2.0275972,11.439811
91,2.1035748,11.783164,143.0,50,2.0275972,11.439811
92,2.0,11.13665,143.0,50,2.0275972,11.439811
93,2.0472457,11.13665,143.0,50,2.0275972,11.439811
94,2.0032287,11.536147,143.0,50,2.0275972,11.439811
95,2.0925443,12.0,143.0,50,2.0275972,11.439811
96,2.0426388,11.631227,143.0,50,2.0275972,11.439811
97,2.1035748,11.130465,143.0,50,2.0275972,11.439811
98,2.0,12.121321,143.0,50,2.0275972,11.439811
99,2.0865963,11.993229,143.0,50,2.0275972,11.439811
100,2.0,11.042962,143.0,50,2.0275972,11.439811
101,2.0,11.042962,143.0,50,2.0275972,11.439811
102,2.0,11.13665,143.0,50,2.0275972,11.439811
103,2.0,11.13665,143.0,50,2.0275972,11.439811
104,2.0,11.13665,143.0,50,2.0275972,11.439811
105,2.0,11.13665,143.0,50,2.0275972,11.439811
106,2.0,11.13665,143.0,50,2.0275972,11.439811
107,2.0,11.13665,143.0,50,2.0275972,11.439811
108,2.1035748,11.130465,143.0,50,2.0275972,11.439811
109,2.0,11.111416,143.0,50,2.0275972,11.439811
110,2.1035748,11.130465,143.0,50,2.0275972,11.439811
111,2.0,11.13665,143.0,50,2.0275972,11.439811
112,2.0,11.13665,143.0,50,2.0275972,11.439811
113,2.0,11.13665,143.0,50,2.0275972,11.439811
114,2.1035748,11.130465,143.0,50,2.0275972,11.439811
115,2.0076008,11.631227,143.0,50,2.0275972,11.439811
116,2.0032287,11.536147,143.0,50,2.0275972,11.439811
117,2.0,11.13665,143.0,50,2.0275972,11.439811
118,2.1035748,11.783164,143.0,50,2.0275972,11.439811
119,2.0865963,12.0,143.0,50,2.0275972,11.439811
120,1.9692148,12.0,143.0,50,2.0275972,11.439811
121,2.0,11.042962,143.0,50,2.0275972,11.439811
122,2.0426388,11.631227,143.0,50,2.0275972,11.439811
123,2.0,11.13665,143.0,50,2.0275972,11.439811
124,2.0,11.13665,143.0,50,2.0275972,11.439811
125,2.0865963,12.0,143.0,50,2.0275972,11.439811
126,2.0,11.13665,143.0,50,2.0275972,11.439811
127,2.0426388,11.631227,143.0,50,2.0275972,11.439811
128,2.0,11.806329,143.0,50,2.0275972,11.439811
129,2.0,11.195782,143.0,50,2.0275972,11.439811
130,2.0911798,12.0,143.0,50,2.0275972,11.439811
131,2.0,11.13665,143.0,50,2.0275972,11.439811
132,2.1035748,12.0,143.0,50,2.0275972,11.439811
133,2.0,10.3927145,143.0,50,2.0275972,11.439811
134,1.9568646,11.13665,143.0,50,2.0275972,11.439811
135,2.0,11.13665,143.0,50,2.0275972,11.439811
136,2.1035748,11.130465,143.0,50,2.0275972,11.439811
137,2.0413725,11.042962,143.0,50,2.0275972,11.439811
138,2.065188,12.0,143.0,50,2.0275972,11.439811
139,1.9692148,12.0,143.0,50,2.0275972,11.439811
140,2.0,11.042962,143.0,50,2.0275972,11.439811
141,2.1035748,11.130465,143.0,50,2.0275972,11.439811
142,2.0032287,10.556785,143.0,50,2.0275972,11.439811
0,2.0032287,11.536147,135.0,51,2.0285878,11.434242
1,2.0,11.042962,135.0,51,2.0285878,11.434242
2,2.0,11.13665,135.0,51,2.0285878,11.434242
3,2.0,11.042962,135.0,51,2.0285878,11.434242
4,2.1035748,12.0,135.0,51,2.0285878,11.434242
5,2.0,11.13665,135.0,51,2.0285878,11.434242
6,2.0,11.111416,135.0,51,2.0285878,11.434242
7,2.0,11.042962,135.0,51,2.0285878,11.434242
8,2.0426388,11.631227,135.0,51,2.0285878,11.434242
9,2.0,11.195782,135.0,51,2.0285878,11.434242
10,2.1035748,11.130465,135.0,51,2.0285878,11.434242
11,2.0,11.042962,135.0,51,2.0285878,11.434242
12,1.9692148,12.0,135.0,51,2.0285878,11.434242
13,2.0,11.042962,135.0,51,2.0285878,11.434242
14,2.065188,12.0,135.0,51,2.0285878,11.434242
15,2.0,12.0,135.0,51,2.0285878,11.434242
16,2.0,11.13665,135.0,51,2.0285878,11.434242
17,1.9754931,12.0,135.0,51,2.0285878,11.434242
18,2.0,11.13665,135.0,51,2.0285878,11.434242
19,2.0,11.042962,135.0,51,2.0285878,11.434242
20,2.0481546,12.0,135.0,51,2.0285878,11.434242
21,2.1035748,11.130465,135.0,51,2.0285878,11.434242
22,2.0,11.13665,135.0,51,2.0285878,11.434242
23,2.0,11.13665,135.0,51,2.0285878,11.434242
24,2.0,11.13665,135.0,51,2.0285878,11.434242
25,1.9373053,11.13665,135.0,51,2.0285878,11.434242
26,2.0426388,11.631227,135.0,51,2.0285878,11.434242
27,2.0,10.3927145,135.0,51,2.0285878,11.434242
28,1.9738561,11.13665,135.0,51,2.0285878,11.434242
29,2.0,11.13665,135.0,51,2.0285878,11.434242
30,2.1035748,12.0,135.0,51,2.0285878,11.434242
31,2.1035748,11.130465,135.0,51,2.0285878,11.434242
32,2.0,11.13665,135.0,51,2.0285878,11.434242
33,2.0911798,12.0,135.0,51,2.0285878,11.434242
34,2.0032287,11.536147,135.0,51,2.0285878,11.434242
35,2.0,11.195782,135.0,51,2.0285878,11.434242
36,2.1035748,12.0,135.0,51,2.0285878,11.434242
37,2.0865963,12.0,135.0,51,2.0285878,11.434242
38,2.0426388,11.631227,135.0,51,2.0285878,11.434242
39,2.1035748,12.0,135.0,51,2.0285878,11.434242
40,2.0,11.13665,135.0,51,2.0285878,11.434242
41,2.1035748,12.0,135.0,51,2.0285878,11.434242
42,2.0,11.042962,135.0,51,2.0285878,11.434242
43,2.0,11.195782,135.0,51,2.0285878,11.434242
44,2.0,11.13665,135.0,51,2.0285878,11.434242
45,2.0,12.0,135.0,51,2.0285878,11.434242
46,2.0032287,11.395505,135.0,51,2.0285878,11.434242
47,2.0,11.13665,135.0,51,2.0285878,11.434242
48,2.0,11.199486,135.0,51,2.0285878,11.434242
49,2.0865963,11.993229,135.0,51,2.0285878,11.434242
50,2.0,12.304204,135.0,51,2.0285878,11.434242
51,2.0,11.13665,135.0,51,2.0285878,11.434242
52,2.0,11.13665,135.0,51,2.0285878,11.434242
53,2.0865963,11.993229,135.0,51,2.0285878,11.434242
54,2.0,11.13665,135.0,51,2.0285878,11.434242
55,2.0,11.806329,135.0,51,2.0285878,11.434242
56,2.1035748,12.0,135.0,51,2.0285878,11.434242
57,2.0,11.13665,135.0,51,2.0285878,11.434242
58,2.0,11.13665,135.0,51,2.0285878,11.434242
59,2.1035748,11.783164,135.0,51,2.0285878,11.434242
60,2.1035748,12.430966,135.0,51,2.0285878,11.434242
61,1.9692148,12.0,135.0,51,2.0285878,11.434242
62,2.0,11.195782,135.0,51,2.0285878,11.434242
63,2.0426388,11.631227,135.0,51,2.0285878,11.434242
64,2.0,11.042962,135.0,51,2.0285878,11.434242
65,2.0,11.13665,135.0,51,2.0285878,11.434242
66,2.0032287,11.536147,135.0,51,2.0285878,11.434242
67,2.0911798,11.182041,135.0,51,2.0285878,11.434242
68,2.0,11.042962,135.0,51,2.0285878,11.434242
69,2.0865963,12.0,135.0,51,2.0285878,11.434242
70,2.1035748,11.783164,135.0,51,2.0285878,11.434242
71,2.0,11.13665,135.0,51,2.0285878,11.434242
72,2.0472457,11.13665,135.0,51,2.0285878,11.434242
73,2.0925443,12.0,135.0,51,2.0285878,11.434242
74,2.0865963,11.993229,135.0,51,2.0285878,11.434242
75,2.0,11.042962,135.0,51,2.0285878,11.434242
76,2.0,11.13665,135.0,51,2.0285878,11.434242
77,2.0,11.13665,135.0,51,2.0285878,11.434242
78,2.0,11.111416,135.0,51,2.0285878,11.434242
79,2.0,11.13665,135.0,51,2.0285878,11.434242
80,2.0,11.13665,135.0,51,2.0285878,11.434242
81,2.0076008,11.631227,135.0,51,2.0285878,11.434242
82,2.0,11.13665,135.0,51,2.0285878,11.434242
83,2.0865963,12.0,135.0,51,2.0285878,11.434242
84,2.0,11.042962,135.0,51,2.0285878,11.434242
85,2.0,11.13665,135.0,51,2.0285878,11.434242
86,2.0,11.13665,135.0,51,2.0285878,11.434242
87,2.0865963,12.0,135.0,51,2.0285878,11.434242
88,2.0,11.13665,135.0,51,2.0285878,11.434242
89,2.0426388,11.631227,135.0,51,2.0285878,11.434242
90,2.0,11.806329,135.0,51,2.0285878,11.434242
91,2.0911798,12.0,135.0,51,2.0285878,11.434242
92,2.1035748,12.0,135.0,51,2.0285878,11.434242
93,2.0,10.3927145,135.0,51,2.0285878,11.434242
94,1.9568646,11.13665,135.0,51,2.0285878,11.434242
95,2.0,11.13665,135.0,51,2.0285878,11.434242
96,2.1035748,11.130465,135.0,51,2.0285878,11.434242
97,2.0413725,11.042962,135.0,51,2.0285878,11.434242
98,2.065188,12.0,135.0,51,2.0285878,11.434242
99,2.0,11.042962,135.0,51,2.0285878,11.434242
100,2.0032287,10.556785,135.0,51,2.0285878,11.434242
101,2.0032287,10.556785,135.0,51,2.0285878,11.434242
102,2.0014315,11.042962,135.0,51,2.0285878,11.434242
103,2.1035748,12.0,135.0,51,2.0285878,11.434242
104,2.0911798,11.859859,135.0,51,2.0285878,11.434242
105,2.0,11.806329,135.0,51,2.0285878,11.434242
106,2.0,11.528762,135.0,51,2.0285878,11.434242
107,2.0865963,12.0,135.0,51,2.0285878,11.434242
108,2.0,11.13665,135.0,51,2.0285878,11.434242
109,2.0,11.042962,135.0,51,2.0285878,11.434242
110,2.0,11.13665,135.0,51,2.0285878,11.434242
111,2.0,11.13665,135.0,51,2.0285878,11.434242
112,2.0,11.042962,135.0,51,2.0285878,11.434242
113,2.1035748,11.783164,135.0,51,2.0285878,11.434242
114,2.0865963,12.0,135.0,51,2.0285878,11.434242
115,2.0,11.13665,135.0,51,2.0285878,11.434242
116,2.1035748,12.0,135.0,51,2.0285878,11.434242
117,2.0,11.13665,135.0,51,2.0285878,11.434242
118,2.0,12.304204,135.0,51,2.0285878,11.434242
119,2.0,11.13665,135.0,51,2.0285878,11.434242
120,2.1035748,12.0,135.0,51,2.0285878,11.434242
121,2.0426388,11.631227,135.0,51,2.0285878,11.434242
122,2.1035748,12.0,135.0,51,2.0285878,11.434242
123,2.0032287,11.536147,135.0,51,2.0285878,11.434242
124,2.0,11.13665,135.0,51,2.0285878,11.434242
125,2.1035748,12.0,135.0,51,2.0285878,11.434242
126,2.0,11.13665,135.0,51,2.0285878,11.434242
127,2.0426388,11.631227,135.0,51,2.0285878,11.434242
128,2.0,11.13665,135.0,51,2.0285878,11.434242
129,2.0,11.13665,135.0,51,2.0285878,11.434242
130,2.065188,12.0,135.0,51,2.0285878,11.434242
131,2.0,11.042962,135.0,51,2.0285878,11.434242
132,2.1035748,12.0,135.0,51,2.0285878,11.434242
133,2.0,11.042962,135.0,51,2.0285878,11.434242
134,2.0032287,11.536147,135.0,51,2.0285878,11.434242
0,2.0032287,11.536147,136.0,52,2.0230258,11.398792
1,2.0,11.042962,136.0,52,2.0230258,11.398792
2,2.0,11.13665,136.0,52,2.0230258,11.398792
3,2.0,11.042962,136.0,52,2.0230258,11.398792
4,2.1035748,12.0,136.0,52,2.0230258,11.398792
5,2.0,11.13665,136.0,52,2.0230258,11.398792
6,2.0,11.111416,136.0,52,2.0230258,11.398792
7,2.0,11.042962,136.0,52,2.0230258,11.398792
8,2.0426388,11.631227,136.0,52,2.0230258,11.398792
9,2.0,11.195782,136.0,52,2.0230258,11.398792
10,2.1035748,11.130465,136.0,52,2.0230258,11.398792
11,2.0,11.042962,136.0,52,2.0230258,11.398792
12,1.9692148,12.0,136.0,52,2.0230258,11.398792
13,2.0,11.042962,136.0,52,2.0230258,11.398792
14,2.065188,12.0,136.0,52,2.0230258,11.398792
15,2.0,12.0,136.0,52,2.0230258,11.398792
16,2.0,11.13665,136.0,52,2.0230258,11.398792
17,1.9754931,12.0,136.0,52,2.0230258,11.398792
18,2.0,11.13665,136.0,52,2.0230258,11.398792
19,2.0,11.042962,136.0,52,2.0230258,11.398792
20,2.0481546,12.0,136.0,52,2.0230258,11.398792
21,2.1035748,11.130465,136.0,52,2.0230258,11.398792
22,2.0,11.13665,136.0,52,2.0230258,11.398792
23,2.0,11.13665,136.0,52,2.0230258,11.398792
24,1.9373053,11.13665,136.0,52,2.0230258,11.398792
25,2.0,10.3927145,136.0,52,2.0230258,11.398792
26,1.9738561,11.13665,136.0,52,2.0230258,11.398792
27,2.0,11.13665,136.0,52,2.0230258,11.398792
28,2.1035748,12.0,136.0,52,2.0230258,11.398792
29,2.0,11.13665,136.0,52,2.0230258,11.398792
30,2.0911798,12.0,136.0,52,2.0230258,11.398792
31,2.1035748,12.0,136.0,52,2.0230258,11.398792
32,2.0865963,12.0,136.0,52,2.0230258,11.398792
33,2.1035748,12.0,136.0,52,2.0230258,11.398792
34,2.0,11.13665,136.0,52,2.0230258,11.398792
35,2.1035748,12.0,136.0,52,2.0230258,11.398792
36,2.0,11.042962,136.0,52,2.0230258,11.398792
37,2.0,11.195782,136.0,52,2.0230258,11.398792
38,2.0,11.13665,136.0,52,2.0230258,11.398792
39,2.0032287,11.395505,136.0,52,2.0230258,11.398792
40,2.0,11.13665,136.0,52,2.0230258,11.398792
41,2.0865963,11.993229,136.0,52,2.0230258,11.398792
42,2.0,11.13665,136.0,52,2.0230258,11.398792
43,2.0,11.13665,136.0,52,2.0230258,11.398792
44,2.0865963,11.993229,136.0,52,2.0230258,11.398792
45,2.0,11.13665,136.0,52,2.0230258,11.398792
46,2.1035748,12.0,136.0,52,2.0230258,11.398792
47,2.0,11.13665,136.0,52,2.0230258,11.398792
48,2.1035748,12.430966,136.0,52,2.0230258,11.398792
49,1.9692148,12.0,136.0,52,2.0230258,11.398792
50,2.0,11.195782,136.0,52,2.0230258,11.398792
51,2.0,11.042962,136.0,52,2.0230258,11.398792
52,2.0,11.13665,136.0,52,2.0230258,11.398792
53,2.0032287,11.536147,136.0,52,2.0230258,11.398792
54,2.0865963,12.0,136.0,52,2.0230258,11.398792
55,2.0,11.13665,136.0,52,2.0230258,11.398792
56,2.0472457,11.13665,136.0,52,2.0230258,11.398792
57,2.0925443,12.0,136.0,52,2.0230258,11.398792
58,2.0,11.042962,136.0,52,2.0230258,11.398792
59,2.0,11.13665,136.0,52,2.0230258,11.398792
60,2.0,11.13665,136.0,52,2.0230258,11.398792
61,2.0,11.111416,136.0,52,2.0230258,11.398792
62,2.0,11.13665,136.0,52,2.0230258,11.398792
63,2.0,11.13665,136.0,52,2.0230258,11.398792
64,2.0076008,11.631227,136.0,52,2.0230258,11.398792
65,2.0,11.042962,136.0,52,2.0230258,11.398792
66,2.0,11.13665,136.0,52,2.0230258,11.398792
67,2.0911798,12.0,136.0,52,2.0230258,11.398792
68,1.9568646,11.13665,136.0,52,2.0230258,11.398792
69,2.0,11.13665,136.0,52,2.0230258,11.398792
70,2.1035748,11.130465,136.0,52,2.0230258,11.398792
71,2.0413725,11.042962,136.0,52,2.0230258,11.398792
72,2.065188,12.0,136.0,52,2.0230258,11.398792
73,2.0,11.042962,136.0,52,2.0230258,11.398792
74,2.0032287,10.556785,136.0,52,2.0230258,11.398792
75,2.0032287,10.556785,136.0,52,2.0230258,11.398792
76,2.0014315,11.042962,136.0,52,2.0230258,11.398792
77,2.1035748,12.0,136.0,52,2.0230258,11.398792
78,2.0911798,11.859859,136.0,52,2.0230258,11.398792
79,2.0,11.806329,136.0,52,2.0230258,11.398792
80,2.0,11.528762,136.0,52,2.0230258,11.398792
81,2.0,11.042962,136.0,52,2.0230258,11.398792
82,2.0,11.13665,136.0,52,2.0230258,11.398792
83,2.0,11.042962,136.0,52,2.0230258,11.398792
84,2.1035748,11.783164,136.0,52,2.0230258,11.398792
85,2.0865963,12.0,136.0,52,2.0230258,11.398792
86,2.0,11.13665,136.0,52,2.0230258,11.398792
87,2.1035748,12.0,136.0,52,2.0230258,11.398792
88,2.0,11.13665,136.0,52,2.0230258,11.398792
89,2.0,12.304204,136.0,52,2.0230258,11.398792
90,2.0,11.13665,136.0,52,2.0230258,11.398792
91,2.0,11.13665,136.0,52,2.0230258,11.398792
92,2.1035748,12.0,136.0,52,2.0230258,11.398792
93,2.0,11.13665,136.0,52,2.0230258,11.398792
94,2.0426388,11.631227,136.0,52,2.0230258,11.398792
95,2.0,11.13665,136.0,52,2.0230258,11.398792
96,2.0,11.13665,136.0,52,2.0230258,11.398792
97,2.0,11.042962,136.0,52,2.0230258,11.398792
98,2.1035748,12.0,136.0,52,2.0230258,11.398792
99,2.0,11.042962,136.0,52,2.0230258,11.398792
100,2.0032287,11.536147,136.0,52,2.0230258,11.398792
101,2.0,11.042962,136.0,52,2.0230258,11.398792
102,2.1035748,12.0,136.0,52,2.0230258,11.398792
103,2.0,11.13665,136.0,52,2.0230258,11.398792
104,2.0426388,11.631227,136.0,52,2.0230258,11.398792
105,2.0,11.13665,136.0,52,2.0230258,11.398792
106,2.0,12.304204,136.0,52,2.0230258,11.398792
107,2.0,11.580626,136.0,52,2.0230258,11.398792
108,2.0865963,12.0,136.0,52,2.0230258,11.398792
109,2.0,11.042962,136.0,52,2.0230258,11.398792
110,2.0,11.13665,136.0,52,2.0230258,11.398792
111,2.0,11.042962,136.0,52,2.0230258,11.398792
112,2.1035748,12.0,136.0,52,2.0230258,11.398792
113,2.0014315,11.042962,136.0,52,2.0230258,11.398792
114,2.0032287,10.556785,136.0,52,2.0230258,11.398792
115,2.0,11.13665,136.0,52,2.0230258,11.398792
116,2.0076008,11.631227,136.0,52,2.0230258,11.398792
117,2.0,11.43242,136.0,52,2.0230258,11.398792
118,2.0,11.13665,136.0,52,2.0230258,11.398792
119,2.0925443,12.0,136.0,52,2.0230258,11.398792
120,1.9053956,11.13665,136.0,52,2.0230258,11.398792
121,2.1035748,12.430966,136.0,52,2.0230258,11.398792
122,2.1035748,12.0,136.0,52,2.0230258,11.398792
123,2.0,11.13665,136.0,52,2.0230258,11.398792
124,2.0,11.13665,136.0,52,2.0230258,11.398792
125,2.0032287,11.395505,136.0,52,2.0230258,11.398792
126,2.0,11.042962,136.0,52,2.0230258,11.398792
127,2.0865963,12.0,136.0,52,2.0230258,11.398792
128,2.0,11.13665,136.0,52,2.0230258,11.398792
129,2.0,11.115177,136.0,52,2.0230258,11.398792
130,2.0,11.13665,136.0,52,2.0230258,11.398792
131,2.0,11.042962,136.0,52,2.0230258,11.398792
132,1.9692148,12.0,136.0,52,2.0230258,11.398792
133,2.0,11.13665,136.0,52,2.0230258,11.398792
134,2.0,11.042962,136.0,52,2.0230258,11.398792
135,2.0032287,11.536147,136.0,52,2.0230258,11.398792
0,2.0032287,11.536147,146.0,53,2.0218716,11.410787
1,2.0,11.13665,146.0,53,2.0218716,11.410787
2,2.0,11.042962,146.0,53,2.0218716,11.410787
3,2.1035748,12.0,146.0,53,2.0218716,11.410787
4,2.0,11.13665,146.0,53,2.0218716,11.410787
5,2.0,11.111416,146.0,53,2.0218716,11.410787
6,2.0,11.042962,146.0,53,2.0218716,11.410787
7,2.0426388,11.631227,146.0,53,2.0218716,11.410787
8,2.1035748,11.130465,146.0,53,2.0218716,11.410787
9,2.0,11.042962,146.0,53,2.0218716,11.410787
10,1.9692148,12.0,146.0,53,2.0218716,11.410787
11,2.0,11.042962,146.0,53,2.0218716,11.410787
12,2.065188,12.0,146.0,53,2.0218716,11.410787
13,2.0,12.0,146.0,53,2.0218716,11.410787
14,2.0,11.13665,146.0,53,2.0218716,11.410787
15,1.9754931,12.0,146.0,53,2.0218716,11.410787
16,2.0,11.13665,146.0,53,2.0218716,11.410787
17,2.0481546,12.0,146.0,53,2.0218716,11.410787
18,2.0,11.13665,146.0,53,2.0218716,11.410787
19,2.0,11.13665,146.0,53,2.0218716,11.410787
20,1.9373053,11.13665,146.0,53,2.0218716,11.410787
21,2.0,10.3927145,146.0,53,2.0218716,11.410787
22,1.9738561,11.13665,146.0,53,2.0218716,11.410787
23,2.0,11.13665,146.0,53,2.0218716,11.410787
24,2.1035748,12.0,146.0,53,2.0218716,11.410787
25,2.0,11.13665,146.0,53,2.0218716,11.410787
26,2.0911798,12.0,146.0,53,2.0218716,11.410787
27,2.1035748,12.0,146.0,53,2.0218716,11.410787
28,2.0865963,12.0,146.0,53,2.0218716,11.410787
29,2.1035748,12.0,146.0,53,2.0218716,11.410787
30,2.0,11.13665,146.0,53,2.0218716,11.410787
31,2.1035748,12.0,146.0,53,2.0218716,11.410787
32,2.0,11.042962,146.0,53,2.0218716,11.410787
33,2.0,11.195782,146.0,53,2.0218716,11.410787
34,2.0,11.13665,146.0,53,2.0218716,11.410787
35,2.0032287,11.395505,146.0,53,2.0218716,11.410787
36,2.0865963,11.993229,146.0,53,2.0218716,11.410787
37,2.0,11.13665,146.0,53,2.0218716,11.410787
38,2.0,11.13665,146.0,53,2.0218716,11.410787
39,2.0865963,11.993229,146.0,53,2.0218716,11.410787
40,2.0,11.13665,146.0,53,2.0218716,11.410787
41,2.1035748,12.0,146.0,53,2.0218716,11.410787
42,2.0,11.13665,146.0,53,2.0218716,11.410787
43,2.1035748,12.430966,146.0,53,2.0218716,11.410787
44,2.0,11.195782,146.0,53,2.0218716,11.410787
45,2.0,11.042962,146.0,53,2.0218716,11.410787
46,2.0,11.13665,146.0,53,2.0218716,11.410787
47,2.0865963,12.0,146.0,53,2.0218716,11.410787
48,2.0,11.13665,146.0,53,2.0218716,11.410787
49,2.0472457,11.13665,146.0,53,2.0218716,11.410787
50,2.0925443,12.0,146.0,53,2.0218716,11.410787
51,2.0,11.13665,146.0,53,2.0218716,11.410787
52,2.0,11.13665,146.0,53,2.0218716,11.410787
53,2.0,11.111416,146.0,53,2.0218716,11.410787
54,2.0,11.13665,146.0,53,2.0218716,11.410787
55,2.0076008,11.631227,146.0,53,2.0218716,11.410787
56,2.0,11.042962,146.0,53,2.0218716,11.410787
57,2.0,11.13665,146.0,53,2.0218716,11.410787
58,1.9568646,11.13665,146.0,53,2.0218716,11.410787
59,2.0,11.13665,146.0,53,2.0218716,11.410787
60,2.0413725,11.042962,146.0,53,2.0218716,11.410787
61,2.065188,12.0,146.0,53,2.0218716,11.410787
62,2.0032287,10.556785,146.0,53,2.0218716,11.410787
63,2.0032287,10.556785,146.0,53,2.0218716,11.410787
64,2.0014315,11.042962,146.0,53,2.0218716,11.410787
65,2.0911798,11.859859,146.0,53,2.0218716,11.410787
66,2.0,11.042962,146.0,53,2.0218716,11.410787
67,2.0,11.13665,146.0,53,2.0218716,11.410787
68,2.0,11.042962,146.0,53,2.0218716,11.410787
69,2.0865963,12.0,146.0,53,2.0218716,11.410787
70,2.0,11.13665,146.0,53,2.0218716,11.410787
71,2.1035748,12.0,146.0,53,2.0218716,11.410787
72,2.0,11.13665,146.0,53,2.0218716,11.410787
73,2.0,12.304204,146.0,53,2.0218716,11.410787
74,2.1035748,12.0,146.0,53,2.0218716,11.410787
75,2.0426388,11.631227,146.0,53,2.0218716,11.410787
76,2.0,11.13665,146.0,53,2.0218716,11.410787
77,2.0,11.042962,146.0,53,2.0218716,11.410787
78,2.1035748,12.0,146.0,53,2.0218716,11.410787
79,2.0,11.042962,146.0,53,2.0218716,11.410787
80,2.0032287,11.536147,146.0,53,2.0218716,11.410787
81,2.0426388,11.631227,146.0,53,2.0218716,11.410787
82,2.0,11.13665,146.0,53,2.0218716,11.410787
83,2.0,12.304204,146.0,53,2.0218716,11.410787
84,2.0,11.580626,146.0,53,2.0218716,11.410787
85,2.0865963,12.0,146.0,53,2.0218716,11.410787
86,2.0,11.042962,146.0,53,2.0218716,11.410787
