timeStep,prey,predators
1891,2332,335
1892,2332,338
1893,2326,334
1894,2334,332
1895,2322,327
1896,2295,327
1897,2269,331
1898,2272,331
1899,2228,331
1900,2227,333
1901,2203,329
1902,2217,326
1903,2205,322
1904,2194,322
1905,2241,322
1906,2210,320
1907,2158,321
1908,2162,318
1909,2148,319
1910,2153,316
1911,2165,318
1912,2126,316
1913,2086,315
1914,2126,315
1915,2090,313
1916,2077,311
1917,2061,311
1918,2054,313
1919,2064,310
1920,2072,311
1921,1992,307
1922,2036,307
1923,1981,306
1924,1995,308
1925,2002,307
1926,1998,307
1927,1965,305
1928,1948,302
1929,1970,303
1930,2008,303
1931,1953,299
1932,1996,299
1933,1927,301
1934,1920,296
1935,1892,292
1936,1860,292
1937,1934,293
1938,1896,291
1939,1909,290
1940,1904,290
1941,1832,290
1942,1867,289
1943,1852,288
1944,1865,284
1945,1877,284
1946,1844,286
1947,1815,286
1948,1808,284
1949,1801,280
1950,1792,282
1951,1770,285
1952,1768,285
1953,1743,287
1954,1741,287
1955,1791,286
1956,1759,287
1957,1762,290
1958,1769,286
1959,1739,289
1960,1774,289
1961,1742,291
1962,1733,291
1963,1717,289
1964,1697,288
1965,1696,288
1966,1706,288
1967,1716,284
1968,1727,282
1969,1687,281
1970,1673,281
1971,1622,281
1972,1661,280
1973,1667,284
1974,1636,286
1975,1652,288
1976,1638,287
1977,1637,286
1978,1598,287
1979,1612,288
1980,1576,288
1981,1557,290
1982,1552,292
1983,1535,292
1984,1555,290
1985,1516,289
1986,1498,289
1987,1500,288
1988,1501,289
1989,1508,289
1990,1460,290
1991,1476,291
1992,1481,292
1993,1469,291
1994,1498,291
1995,1477,288
1996,1462,290
1997,1420,289
1998,1424,287
1999,1433,286
2000,1402,285
2001,1413,285
2002,1405,283
2003,1426,281
2004,1390,281
2005,1362,280
2006,1377,280
2007,1363,279
2008,1348,279
2009,1375,278
2010,1396,279
2011,1367,280
2012,1344,281
2013,1329,281
2014,1324,278
2015,1294,279
2016,1308,280
2017,1332,282
2018,1309,283
2019,1336,279
2020,1317,282
2021,1301,283
2022,1290,282
2023,1307,280
2024,1295,280
2025,1279,274
2026,1274,278
2027,1275,277
2028,1266,276
2029,1262,278
2030,1265,279
2031,1268,278
2032,1250,276
2033,1246,278
2034,1257,277
2035,1226,277
2036,1276,272
2037,1218,274
2038,1215,274
2039,1222,275
2040,1236,273
2041,1197,273
2042,1227,267
2043,1225,267
2044,1248,261
2045,1194,257
2046,1214,254
2047,1197,253
2048,1173,253
2049,1176,247
2050,1159,243
2051,1162,237
2052,1130,237
2053,1153,235
2054,1175,233
2055,1150,231
2056,1156,225
2057,1140,224
2058,1130,223
2059,1150,221
2060,1113,219
2061,1124,218
2062,1123,217
2063,1126,216
2064,1119,217
2065,1102,216
2066,1136,213
2067,1134,213
2068,1111,212
2069,1132,212
2070,1140,211
2071,1140,210
2072,1138,213
2073,1121,217
2074,1092,216
2075,1097,214
2076,1088,210
2077,1080,207
2078,1089,207
2079,1088,208
2080,1100,208
2081,1068,208
2082,1071,208
2083,1091,204
2084,1063,205
2085,1048,207
2086,1073,206
2087,1085,203
2088,1060,206
2089,1072,205
2090,1064,207
2091,1057,207
2092,1057,203
2093,1035,206
2094,1052,209
2095,1074,208
2096,1093,207
2097,1080,205
2098,1066,208
2099,1074,208
2100,1049,207
2101,1054,206
2102,1079,201
2103,1065,202
2104,1085,201
2105,1057,198
2106,1051,198
2107,1065,198
2108,1065,197
2109,1046,195
2110,1047,193
2111,1033,187
2112,1033,186
2113,1027,185
2114,1035,184
2115,1021,182
2116,1048,182
2117,1037,180
2118,1068,179
2119,1047,178
2120,1053,176
2121,1042,175
2122,1031,174
2123,1033,174
2124,1029,175
2125,1029,174
2126,1012,173
2127,1025,172
2128,1029,170
2129,1000,168
2130,996,164
2131,998,163
2132,1015,162
2133,1001,164
2134,995,161
2135,978,160
2136,982,157
2137,957,155
2138,953,154
2139,987,153
2140,977,152
2141,982,152
2142,976,152
2143,941,152
2144,963,154
2145,930,151
2146,947,149
2147,979,150
2148,961,151
2149,950,148
2150,974,147
2151,948,144
2152,936,137
2153,936,135
2154,938,134
2155,930,134
2156,933,133
2157,922,133
2158,935,131
2159,930,130
2160,942,126
2161,937,125
2162,931,124
2163,926,123
2164,925,122
2165,940,123
2166,945,123
2167,942,126
2168,937,127
2169,931,127
2170,956,126
2171,939,125
2172,927,124
2173,929,126
2174,933,124
2175,947,124
2176,913,123
2177,920,121
2178,916,119
2179,901,119
2180,904,118
2181,899,118
2182,898,117
2183,910,117
2184,900,117
2185,889,118
2186,895,119
2187,892,120
2188,890,120
2189,880,121
2190,919,121
2191,908,121
2192,902,119
2193,913,118
2194,900,118
2195,882,119
2196,921,119
2197,900,118
2198,931,119
2199,892,119
2200,915,118
2201,907,118
2202,889,120
2203,904,121
2204,883,120
2205,871,118
2206,875,117
2207,906,120
2208,893,120
2209,875,116
2210,878,116
2211,869,115
2212,879,115
2213,882,116
2214,880,114
2215,901,112
2216,885,114
2217,890,111
2218,903,111
2219,876,111
2220,904,112
2221,907,112
2222,901,114
2223,903,114
2224,875,117
2225,885,117
2226,906,118
2227,903,117
2228,907,115
2229,901,115
2230,890,116
2231,900,116
2232,897,116
2233,910,115
2234,921,115
2235,907,114
2236,899,114
2237,910,113
2238,904,113
2239,911,109
2240,906,108
2241,877,107
2242,863,107
2243,913,105
2244,909,104
2245,913,104
2246,918,103
2247,930,102
2248,939,102
2249,938,101
2250,898,98
2251,903,98
2252,906,98
2253,915,98
2254,936,98
2255,932,98
2256,915,99
2257,930,99
2258,938,97
2259,934,98
2260,963,98
2261,968,98
2262,961,97
2263,967,98
2264,969,97
2265,970,98
2266,967,99
2267,983,100
2268,1001,98
2269,990,98
2270,958,97
2271,988,97
2272,984,96
2273,1003,97
2274,991,97
2275,1002,96
2276,985,96
2277,989,95
2278,1002,94
2279,996,95
2280,996,95
2281,1002,93
2282,993,93
2283,1001,94
2284,976,93
2285,966,93
2286,984,92
2287,1002,91
2288,993,92
2289,1014,91
2290,1004,90
2291,1011,89
2292,1021,89
2293,1026,88
2294,1039,88
2295,1036,87
2296,1053,85
2297,1049,81
2298,1053,81
2299,1054,79
2300,1065,78
2301,1079,77
2302,1073,77
2303,1065,77
2304,1061,76
2305,1074,75
2306,1070,73
2307,1077,72
2308,1090,72
2309,1069,72
2310,1063,72
2311,1051,72
2312,1077,73
2313,1070,72
2314,1084,73
2315,1095,73
2316,1098,73
2317,1108,72
2318,1117,73
2319,1135,72
2320,1106,72
2321,1118,72
2322,1131,72
2323,1129,72
2324,1109,72
2325,1126,72
2326,1101,71
2327,1112,70
2328,1098,71
2329,1139,71
2330,1128,70
2331,1139,70
2332,1144,71
2333,1156,70
2334,1151,70
2335,1165,70
2336,1165,71
2337,1187,72
2338,1174,71
2339,1198,71
2340,1207,70
2341,1228,70
2342,1208,71
2343,1218,71
2344,1218,71
2345,1240,70
2346,1250,69
2347,1262,69
2348,1248,69
2349,1256,69
2350,1285,70
2351,1262,70
2352,1296,71
2353,1304,71
2354,1270,71
2355,1294,71
2356,1280,71
2357,1314,70
2358,1290,71
2359,1293,71
2360,1339,71
2361,1314,71
2362,1329,71
2363,1337,71
2364,1378,71
2365,1367,72
2366,1377,72
2367,1390,73
2368,1403,73
2369,1421,72
2370,1408,71
2371,1417,70
2372,1390,70
2373,1407,69
2374,1410,66
2375,1422,66
2376,1427,65
2377,1429,65
2378,1443,65
2379,1453,65
2380,1449,64
2381,1489,64
2382,1511,63
2383,1500,62
2384,1492,62
2385,1525,62
2386,1512,61
2387,1522,61
2388,1513,61
2389,1524,62
2390,1545,60
2391,1562,60
2392,1559,59
2393,1575,59
2394,1543,59
2395,1556,58
2396,1546,58
2397,1559,57
2398,1578,57
2399,1601,56
2400,1611,55
2401,1616,53
2402,1584,53
2403,1586,53
2404,1621,53
2405,1620,53
2406,1637,51
2407,1616,51
2408,1667,52
2409,1644,52
2410,1634,51
2411,1662,51
2412,1676,49
2413,1683,49
2414,1707,48
2415,1744,49
2416,1757,48
2417,1750,47
2418,1782,47
2419,1779,47
2420,1803,47
2421,1803,47
2422,1825,47
2423,1822,47
2424,1815,47
2425,1824,46
2426,1824,45
2427,1838,45
2428,1870,45
2429,1885,44
2430,1903,45
2431,1875,45
2432,1899,44
2433,1909,44
2434,1902,44
2435,1906,44
2436,1919,44
2437,1943,44
2438,1937,43
2439,1965,43
2440,1958,43
2441,1940,42
2442,1955,42
2443,1970,42
2444,1988,42
2445,2020,41
2446,2027,41
2447,2041,41
2448,2026,39
2449,2064,39
2450,2053,39
2451,2073,39
2452,2095,39
2453,2073,39
2454,2118,39
2455,2143,39
2456,2138,40
2457,2162,40
2458,2142,40
2459,2169,40
2460,2185,40
2461,2204,41
2462,2202,41
2463,2229,42
2464,2267,43
2465,2229,43
2466,2219,43
2467,2205,43
2468,2212,42
2469,2246,42
2470,2243,42
2471,2282,42
2472,2294,42
2473,2289,41
2474,2287,41
2475,2326,40
2476,2342,39
2477,2352,38
2478,2374,37
2479,2366,38
2480,2376,38
2481,2383,38
2482,2371,38
2483,2384,38
2484,2404,38
2485,2396,38
2486,2412,38
2487,2448,38
2488,2485,37
2489,2513,37
2490,2527,36
2491,2529,36
2492,2520,36
2493,2561,38
2494,2544,37
2495,2535,37
2496,2558,37
2497,2565,37
2498,2572,37
2499,2569,37
2500,2602,37
2501,2651,38
2502,2605,38
2503,2667,38
2504,2645,38
2505,2657,37
2506,2651,37
2507,2689,37
2508,2725,35
2509,2750,35
2510,2764,35
2511,2800,35
2512,2788,35
2513,2803,35
2514,2799,35
2515,2814,35
2516,2824,35
2517,2842,34
2518,2836,34
2519,2827,35
2520,2885,35
2521,2883,35
2522,2887,35
2523,2869,35
2524,2898,35
2525,2911,36
2526,2901,36
2527,2925,36
2528,2932,36
2529,2917,36
2530,2975,36
2531,2928,37
2532,2978,37
2533,3001,38
2534,3030,38
2535,3059,38
2536,3115,38
2537,3080,38
2538,3057,39
2539,3082,39
2540,3089,39
2541,3112,39
2542,3155,39
2543,3169,39
2544,3164,40
2545,3212,40
2546,3187,41
2547,3227,41
2548,3213,41
2549,3227,40
2550,3228,40
2551,3239,40
2552,3236,40
2553,3228,40
2554,3264,40
2555,3264,40
2556,3287,39
2557,3320,39
2558,3332,39
2559,3309,39
2560,3368,38
2561,3379,38
2562,3368,38
2563,3362,39
2564,3433,39
2565,3442,39
2566,3489,39
2567,3478,39
2568,3508,40
2569,3493,40
2570,3471,40
2571,3476,40
2572,3503,40
2573,3500,41
2574,3481,41
2575,3495,41
2576,3482,41
2577,3501,41
2578,3550,41
2579,3547,41
2580,3503,41
2581,3580,41
2582,3570,41
2583,3583,40
2584,3556,41
2585,3581,41
2586,3597,41
2587,3573,40
2588,3646,40
2589,3637,39
2590,3650,39
2591,3679,39
2592,3712,38
2593,3696,38
2594,3717,38
2595,3699,38
2596,3743,39
2597,3710,39
2598,3744,40
2599,3736,40
2600,3793,40
2601,3788,40
2602,3794,40
2603,3803,40
2604,3831,40
2605,3869,41
2606,3863,42
2607,3884,43
2608,3910,43
2609,3926,43
2610,3922,43
2611,3929,43
2612,3955,43
2613,3940,42
2614,4020,42
2615,4042,41
2616,4061,40
2617,4040,40
2618,4083,40
2619,4094,39
2620,4111,39
2621,4159,38
2622,4125,37
2623,4166,37
2624,4109,37
2625,4080,37
2626,4082,37
2627,4083,37
2628,4068,36
2629,4136,36
2630,4116,36
2631,4155,36
2632,4127,36
2633,4155,36
2634,4133,36
2635,4174,36
2636,4161,36
2637,4195,35
2638,4256,35
2639,4228,36
2640,4256,36
2641,4258,38
2642,4225,38
2643,4269,37
2644,4260,37
2645,4286,37
2646,4256,38
2647,4286,38
2648,4305,40
2649,4326,39
2650,4359,39
2651,4345,38
2652,4352,38
2653,4367,38
2654,4373,38
2655,4388,38
2656,4417,38
2657,4441,39
2658,4428,39
2659,4455,39
2660,4479,38
2661,4516,38
2662,4512,37
2663,4510,37
2664,4525,37
2665,4567,37
2666,4536,35
2667,4509,35
2668,4489,35
2669,4539,35
2670,4581,35
2671,4570,35
2672,4655,37
2673,4669,37
2674,4695,37
2675,4670,37
2676,4640,38
2677,4666,38
2678,4671,37
2679,4670,37
2680,4670,37
2681,4697,37
2682,4728,37
2683,4771,36
2684,4757,35
2685,4769,35
2686,4788,35
2687,4743,35
2688,4850,35
2689,4818,35
2690,4826,35
2691,4804,35
2692,4852,35
2693,4862,35
2694,4897,36
2695,4914,36
2696,4879,36
2697,4854,37
2698,4862,37
2699,4891,37
2700,4944,37
2701,4977,37
2702,4963,37
2703,4942,37
2704,4987,36
2705,5040,36
2706,4997,36
2707,5020,36
2708,4974,36
2709,5038,34
2710,5004,34
2711,5092,34
2712,5122,33
2713,5136,33
2714,5186,33
2715,5182,33
2716,5230,32
2717,5223,32
2718,5242,32
2719,5310,32
2720,5314,31
2721,5302,30
2722,5326,30
2723,5273,30
2724,5254,29
2725,5254,30
2726,5229,30
2727,5215,30
2728,5255,30
2729,5291,30
2730,5340,30
2731,5335,30
2732,5300,31
