timeStep,prey,predators
254,1485,43
255,1516,43
256,1521,45
257,1520,44
258,1510,42
259,1508,44
260,1541,44
261,1575,44
262,1559,45
263,1561,46
264,1576,46
265,1568,46
266,1583,46
267,1594,46
268,1617,45
269,1630,46
270,1612,48
271,1629,48
272,1616,48
273,1635,48
274,1620,48
275,1631,48
276,1673,47
277,1682,47
278,1673,46
279,1707,46
280,1696,46
281,1705,46
282,1689,47
283,1724,45
284,1736,45
285,1723,45
286,1756,45
287,1740,45
288,1753,44
289,1747,43
290,1770,43
291,1787,44
292,1781,43
293,1775,42
294,1802,41
295,1794,41
296,1804,43
297,1813,43
298,1818,44
299,1824,44
300,1841,28
301,1868,29
302,1893,29
303,1904,29
304,1928,29
305,1929,30
306,1938,31
307,1948,31
308,1950,32
309,1958,33
310,2012,33
311,2009,35
312,2020,35
313,2035,35
314,2045,35
315,2054,35
316,2079,35
317,2089,35
318,2099,35
319,2164,34
320,2178,34
321,2196,32
322,2174,32
323,2151,32
324,2181,32
325,2226,32
326,2217,32
327,2203,33
328,2241,34
329,2247,34
330,2262,34
331,2273,34
332,2273,34
333,2294,36
334,2318,36
335,2339,38
336,2347,38
337,2344,38
338,2370,38
339,2354,38
340,2381,38
341,2389,38
342,2422,40
343,2417,40
344,2430,40
345,2446,40
346,2496,41
347,2488,40
348,2519,41
349,2499,41
350,2514,41
351,2518,41
352,2525,40
353,2557,41
354,2540,41
355,2546,42
356,2581,42
357,2631,42
358,2615,44
359,2614,43
360,2618,44
361,2638,44
362,2646,46
363,2672,46
364,2703,47
365,2676,47
366,2683,47
367,2719,48
368,2717,48
369,2736,48
370,2795,48
371,2756,48
372,2781,47
373,2803,47
374,2797,47
375,2820,47
376,2784,47
377,2811,48
378,2858,46
379,2856,45
380,2912,45
381,2948,44
382,3001,44
383,2973,44
384,2993,43
385,2939,43
386,2961,44
387,2968,42
388,2980,42
389,3008,42
390,3059,42
391,3008,42
392,3032,42
393,3071,41
394,3073,42
395,3132,42
396,3142,42
397,3182,42
398,3129,43
399,3131,43
400,3135,42
401,3156,42
402,3161,42
403,3174,43
404,3200,43
405,3220,44
406,3169,44
407,3199,44
408,3190,44
409,3238,44
410,3255,44
411,3290,44
412,3256,44
413,3319,43
414,3289,44
415,3296,43
416,3276,43
417,3351,43
418,3356,43
419,3345,43
420,3418,43
421,3365,43
422,3401,43
423,3376,43
424,3401,43
425,3449,42
426,3467,42
427,3477,43
428,3476,43
429,3502,43
430,3530,43
431,3516,42
432,3597,42
433,3556,42
434,3522,42
435,3503,42
436,3513,42
437,3544,42
438,3546,42
439,3579,42
440,3561,42
441,3611,42
442,3602,41
443,3615,41
444,3598,41
445,3617,41
446,3624,41
447,3685,42
448,3701,41
449,3706,42
450,3727,42
451,3710,42
452,3774,42
453,3778,42
454,3822,42
455,3841,42
456,3811,42
457,3843,43
458,3875,43
459,3868,44
460,3846,44
461,3857,44
462,3899,44
463,3879,44
464,3873,44
465,3883,45
466,3958,46
467,3948,46
468,3932,47
469,3956,47
470,3983,47
471,3977,48
472,4014,48
473,4033,48
474,4057,48
475,4115,48
476,4068,49
477,4032,48
478,4046,48
479,4105,48
480,4110,48
481,4124,47
482,4094,47
483,4125,47
484,4143,47
485,4162,48
486,4167,49
487,4161,49
488,4246,49
489,4219,49
490,4259,49
491,4226,49
492,4231,49
493,4274,49
494,4256,49
495,4261,49
496,4290,49
497,4310,49
498,4320,49
499,4318,49
500,4355,49
501,4365,49
502,4365,49
503,4371,49
504,4373,48
505,4330,48
506,4364,48
507,4333,47
508,4377,47
509,4378,47
510,4441,47
511,4456,48
512,4478,48
513,4473,49
514,4481,49
515,4479,48
516,4530,48
517,4494,48
518,4476,48
519,4512,49
520,4537,49
521,4482,48
522,4521,47
523,4498,47
524,4566,46
525,4593,47
526,4581,48
527,4568,48
528,4587,48
529,4625,48
530,4624,48
531,4701,49
532,4683,49
533,4685,48
534,4684,48
535,4681,48
536,4650,48
537,4716,48
538,4711,47
539,4767,47
540,4756,47
541,4799,47
542,4729,48
543,4751,48
544,4751,48
545,4793,48
546,4803,49
547,4797,50
548,4875,51
549,4892,51
550,4868,52
551,4920,54
552,4951,54
553,4918,55
554,4960,55
555,4967,56
556,4943,56
557,4940,57
558,4938,58
559,4967,59
560,5012,57
561,5026,57
562,5023,57
563,5017,56
564,5008,57
565,5066,57
566,5086,56
567,5106,57
568,5076,58
569,5102,58
570,5084,56
571,5125,54
572,5111,54
573,5174,54
574,5163,55
575,5214,55
576,5230,56
577,5228,56
578,5178,56
579,5260,57
580,5283,57
581,5314,57
582,5322,57
583,5319,57
584,5352,58
585,5376,58
586,5411,60
587,5383,60
588,5400,61
589,5364,61
590,5318,62
591,5351,61
592,5414,62
593,5367,63
594,5371,64
595,5422,64
596,5425,63
597,5450,63
598,5479,63
599,5461,66
600,5498,66
601,5547,66
602,5541,66
603,5568,67
604,5571,66
605,5532,66
606,5586,65
607,5605,65
608,5589,65
609,5578,65
610,5600,64
611,5617,64
612,5659,62
613,5608,62
614,5599,62
615,5639,62
616,5689,62
617,5627,63
618,5691,62
619,5753,63
620,5730,63
621,5705,63
622,5798,63
623,5799,63
624,5781,64
625,5839,65
626,5777,65
627,5819,67
628,5790,67
629,5801,66
630,5808,66
631,5737,66
632,5710,66
633,5800,67
634,5759,67
635,5864,67
636,5866,66
637,5867,67
638,5855,67
639,5855,68
640,5855,68
641,5835,68
642,5846,69
643,5860,71
644,5842,70
645,5846,69
646,5876,70
647,5845,69
648,5838,70
649,5824,70
650,5820,70
651,5819,72
652,5853,72
653,5846,72
654,5867,71
655,5894,70
656,5905,70
657,5901,70
658,5848,71
659,5898,72
660,5899,73
661,5998,75
662,5963,75
663,5945,77
664,5904,77
665,5960,77
666,6027,78
667,5989,80
668,5981,80
669,6002,80
670,5964,83
671,5991,85
672,6002,85
673,6007,85
674,5984,83
675,5992,83
676,5972,82
677,6001,82
678,6010,81
679,5997,81
680,6055,81
681,5992,80
682,6034,81
683,6061,82
684,6053,81
685,6053,82
686,6038,82
687,6064,81
688,6065,82
689,6110,83
690,6001,84
691,6097,83
692,6077,83
693,6073,84
694,6066,84
695,6077,82
696,6114,84
697,6117,84
698,6130,85
699,6112,84
700,6159,84
701,6111,84
702,6108,83
703,6096,83
704,6091,81
705,6073,82
706,6071,83
707,6071,84
708,6027,87
709,6027,87
710,5971,87
711,6076,87
712,6044,87
713,6015,87
714,6039,87
715,6080,85
716,6083,87
717,6083,87
718,6041,87
719,6031,88
720,6018,87
721,6036,90
722,6033,90
723,6131,90
724,6104,91
725,6187,92
726,6151,92
727,6128,92
728,6175,92
729,6208,92
730,6153,93
731,6165,94
732,6170,94
733,6142,93
734,6109,95
735,6114,97
736,6218,98
737,6150,97
738,6129,98
739,6202,98
740,6119,98
741,6186,98
742,6174,98
743,6195,99
744,6183,99
745,6172,100
746,6164,100
747,6275,100
748,6234,102
749,6210,103
750,6243,102
751,6297,104
752,6263,106
753,6257,109
754,6172,109
755,6216,112
756,6252,113
757,6178,114
758,6169,116
759,6130,117
760,6129,117
761,6162,119
762,6135,121
763,6116,122
764,6163,122
765,6186,122
766,6180,123
767,6181,123
768,6203,122
769,6153,121
770,6140,122
771,6245,121
772,6206,122
773,6191,122
774,6230,123
775,6289,121
776,6311,120
777,6292,120
778,6284,121
779,6319,122
780,6246,123
781,6288,124
782,6294,125
783,6304,125
784,6301,127
785,6257,129
786,6301,129
787,6362,129
788,6268,127
789,6301,129
790,6313,127
791,6297,127
792,6284,127
793,6313,129
794,6291,129
795,6358,129
796,6332,130
797,6372,131
798,6308,130
799,6377,130
800,6394,129
801,6337,127
802,6295,126
803,6291,126
804,6307,128
805,6237,128
806,6381,128
807,6361,128
808,6357,130
809,6383,131
810,6379,131
811,6319,135
812,6305,139
813,6289,139
814,6298,141
815,6384,142
816,6319,142
817,6320,140
818,6382,141
819,6425,142
820,6425,141
821,6335,141
822,6353,143
823,6373,144
824,6375,147
825,6411,145
826,6368,146
827,6383,147
828,6356,148
829,6423,146
830,6372,147
831,6433,147
832,6435,150
833,6433,152
834,6400,153
835,6392,152
836,6356,153
837,6344,153
838,6315,154
839,6288,156
840,6328,157
841,6290,156
842,6293,156
843,6283,156
844,6254,157
845,6351,157
846,6263,157
847,6200,156
848,6312,160
849,6291,160
850,6312,163
851,6305,165
852,6319,166
853,6270,165
854,6313,166
855,6288,168
856,6311,169
857,6325,166
858,6342,165
859,6312,166
860,6350,167
